iter	RMSE
0	0.001229765814
1	0.001205832081
2	0.00118226109
3	0.001155061499
4	0.001132755377
5	0.001113741733
6	0.00109021569
7	0.001067616302
8	0.001044904802
9	0.001022546935
10	0.00100157523
11	0.0009838051002
12	0.0009620878019
13	0.0009453052178
14	0.0009302023509
15	0.0009115413225
16	0.000893721545
17	0.0008778945672
18	0.0008640812207
19	0.0008449842692
20	0.0008297082834
21	0.0008146474299
22	0.0007984910886
23	0.0007856569716
24	0.0007718306088
25	0.000762714443
26	0.0007500975334
27	0.0007373073231
28	0.0007234113235
29	0.0007119946381
30	0.0007013860935
31	0.0006907280166
32	0.000680529729
33	0.000670942717
34	0.0006599997881
35	0.0006484590646
36	0.0006395140612
37	0.0006291073635
38	0.0006212580402
39	0.0006135644529
40	0.0006040995925
41	0.0005966607631
42	0.0005862381353
43	0.0005765931629
44	0.0005684174206
45	0.0005618701461
46	0.0005554982453
47	0.0005488492881
48	0.0005425058768
49	0.0005349334134
50	0.0005278489627
51	0.0005211138358
52	0.0005134585989
53	0.000506890276
54	0.0005007559571
55	0.0004941233006
56	0.0004884532455
57	0.0004820146397
58	0.0004758982502
59	0.0004720215172
60	0.000467833907
61	0.000462830923
62	0.0004578217516
63	0.0004516090789
64	0.0004463722985
65	0.0004425537731
66	0.0004390708149
67	0.0004347635416
68	0.0004314347475
69	0.0004277321353
70	0.000422864443
71	0.0004191321519
72	0.0004145984464
73	0.0004098605381
74	0.0004056133827
75	0.0004018276421
76	0.0003980505543
77	0.0003954000883
78	0.0003915666814
79	0.0003876192698
80	0.0003838457767
81	0.0003802838989
82	0.0003767730303
83	0.0003744344174
84	0.0003703346296
85	0.0003676396624
86	0.0003644446271
87	0.0003615868052
88	0.0003592753818
89	0.0003558247911
90	0.0003525013507
91	0.0003490639166
92	0.0003461157327
93	0.000343478396
94	0.0003414762817
95	0.0003381930853
96	0.0003359308907
97	0.0003340029467
98	0.0003312907639
99	0.0003293620751
100	0.0003260673603
101	0.0003244975542
102	0.0003220789663
103	0.0003204650132
104	0.0003176123584
105	0.0003155096806
106	0.0003140357017
107	0.0003115118273
108	0.0003093484878
109	0.0003063478944
110	0.0003038885987
111	0.0003016324204
112	0.0003000270794
113	0.0002985801204
114	0.0002968873865
115	0.0002950891916
116	0.0002934453901
117	0.0002914174061
118	0.0002888557402
119	0.0002870355802
120	0.000285449135
121	0.0002840687526
122	0.0002827995069
123	0.0002818048871
124	0.0002798475926
125	0.0002784730194
126	0.0002764260518
127	0.0002747412585
128	0.0002726325604
129	0.0002713113905
130	0.0002699470399
131	0.000268309881
132	0.000266577674
133	0.0002647744042
134	0.0002632420892
135	0.000262035954
136	0.0002600147892
137	0.0002586477276
138	0.0002567364458
139	0.0002549646468
140	0.0002529863274
141	0.0002509998953
142	0.0002502147679
143	0.0002494034036
144	0.0002483477854
145	0.0002475248497
146	0.000246251458
147	0.0002450980711
148	0.0002435867521
149	0.0002422903409
150	0.000241514332
151	0.0002404130525
152	0.0002390399371
153	0.0002384388577
154	0.0002372173831
155	0.0002360677834
156	0.0002348638664
157	0.0002339347521
158	0.0002332144942
159	0.0002319251395
160	0.0002310512303
161	0.0002309529928
162	0.0002301987906
163	0.0002290332691
164	0.0002283249939
165	0.0002280483459
166	0.0002272373607
167	0.0002264755571
168	0.0002254807106
169	0.0002248103515
170	0.0002238356958
171	0.0002230449537
172	0.0002227885561
173	0.0002214560022
174	0.0002207365964
175	0.0002204757012
176	0.0002196322177
177	0.0002188873025
178	0.0002185234504
179	0.0002170786429
180	0.0002161911202
181	0.0002152641977
182	0.0002140495698
183	0.0002133677701
184	0.0002124960646
185	0.0002114880602
186	0.0002112143115
187	0.0002102841282
188	0.0002101815241
189	0.0002095488325
190	0.0002087402035
191	0.0002085247419
192	0.0002083626454
193	0.0002074552462
194	0.0002067212113
195	0.0002064360808
196	0.0002062706907
197	0.0002051618899
198	0.0002047733838
199	0.0002043754379
200	0.0002038876964
201	0.0002030507161
202	0.0002025756165
203	0.0002015527747
204	0.0002007644187
205	0.0002000448175
206	0.0001999052714
207	0.0001997298053
208	0.0001990127318
209	0.0001981164702
210	0.0001974562878
211	0.0001964119667
212	0.0001956133048
213	0.0001946139255
214	0.0001941637489
215	0.000193369613
216	0.0001927602113
217	0.0001918064395
218	0.0001912298033
219	0.000190329919
220	0.0001889602732
221	0.0001881382864
222	0.0001876281831
223	0.0001867730642
224	0.0001860473384
225	0.0001859081075
226	0.0001854301274
227	0.0001847054437
228	0.0001836768858
229	0.0001829171505
230	0.000182795783
231	0.0001821541511
232	0.0001814378954
233	0.0001807787939
234	0.0001806662845
235	0.000179868077
236	0.0001793498322
237	0.0001783783792
238	0.0001782757771
239	0.0001775708225
240	0.0001768139663
241	0.0001760601016
242	0.0001755419879
243	0.0001751703329
244	0.0001745616554
245	0.0001741021926
246	0.0001732671409
247	0.000173068517
248	0.0001726818999
249	0.0001719703322
250	0.0001718708328
251	0.000171143358
252	0.0001705497893
253	0.0001700588136
254	0.0001694866145
