iter	RMSE
255	0.0001693056403
256	0.0001686897597
257	0.0001680896107
258	0.0001672292584
259	0.0001666759183
260	0.0001664329391
261	0.000165992015
262	0.0001652195256
263	0.0001645987685
264	0.000164419274
265	0.0001638865367
266	0.0001633080389
267	0.000162934724
268	0.0001622377062
269	0.0001620369774
270	0.0001618791401
271	0.0001614378654
272	0.0001611336272
273	0.0001608681237
274	0.0001606058175
275	0.0001605015219
276	0.0001599630259
277	0.00015987574
278	0.0001592098878
279	0.0001587372726
280	0.0001582017765
281	0.0001579555205
282	0.0001577650275
283	0.0001575666268
284	0.0001573445378
285	0.0001570129329
286	0.0001562606009
287	0.0001559108958
288	0.0001553219559
289	0.0001552094354
290	0.0001551336873
291	0.0001547658718
292	0.0001546832198
293	0.0001541440678
294	0.0001540735797
295	0.0001540115802
296	0.0001531429573
297	0.0001523412136
298	0.0001520674312
299	0.0001520237718
300	0.0001519139697
301	0.0001513473467
302	0.0001512012454
303	0.0001510356291
304	0.0001508877512
305	0.0001507640711
306	0.000149970179
307	0.0001493896722
308	0.0001488193764
309	0.0001486457794
310	0.0001482070279
311	0.0001481283636
312	0.0001478880761
313	0.0001473776076
314	0.0001472812658
315	0.0001469128734
316	0.0001461624023
317	0.0001458648394
318	0.0001456747757
319	0.0001453726088
320	0.0001443045002
321	0.0001442647835
322	0.0001434545036
323	0.0001428678706
324	0.0001428170283
325	0.0001421423221
326	0.0001418457905
327	0.0001417075067
328	0.0001412024354
329	0.0001410049251
330	0.0001409563743
331	0.0001403259186
332	0.000140280281
333	0.0001402456238
334	0.0001394974641
335	0.000138681619
336	0.000138166103
337	0.0001379094293
338	0.0001377158349
339	0.0001374798539
340	0.0001374350891
341	0.0001371525643
342	0.000137048309
343	0.000136607673
344	0.0001365719178
345	0.0001359212248
346	0.0001356030687
347	0.0001352685094
348	0.0001348466235
349	0.0001345889328
350	0.0001341697452
351	0.0001338621129
352	0.000133827376
353	0.0001335019578
354	0.0001330716159
355	0.0001326517451
356	0.0001321691384
357	0.0001313663472
358	0.0001311321821
359	0.0001307267214
360	0.0001305019776
361	0.0001302770372
362	0.000130081779
363	0.0001298599224
364	0.0001298315319
365	0.0001295673104
366	0.0001289818467
367	0.0001288117679
368	0.0001285873855
369	0.0001285351395
370	0.0001285050639
371	0.0001282389226
372	0.0001275419305
373	0.000127272108
374	0.0001271832518
375	0.0001266432933
376	0.0001265956073
377	0.0001262995844
378	0.0001262692839
379	0.0001260153274
380	0.0001259614203
381	0.0001257210989
382	0.0001252651095
383	0.0001248567758
384	0.0001245509279
385	0.0001245160553
386	0.0001242153328
387	0.0001234849287
388	0.0001231955603
389	0.0001226823664
390	0.0001223860412
391	0.0001219564319
392	0.0001216224199
393	0.0001211538858
394	0.0001208248597
395	0.0001205576581
396	0.000120199796
397	0.0001199682031
398	0.0001195014558
399	0.0001192820095
400	0.0001188440361
401	0.0001185888324
402	0.0001181312368
403	0.0001177761945
404	0.0001174856886
405	0.0001173405299
406	0.0001170166688
407	0.0001167705611
408	0.0001163364057
409	0.0001162369017
410	0.0001160624323
411	0.0001157526121
412	0.0001155657185
413	0.0001151800872
414	0.000114694881
415	0.0001143068524
416	0.0001140081238
417	0.0001134830136
418	0.0001134587617
419	0.000113299482
420	0.0001131061329
421	0.0001125434242
422	0.0001125170948
423	0.0001120601487
424	0.0001120360966
425	0.0001115303156
426	0.0001111793185
427	0.0001109497013
428	0.000110620107
429	0.0001103473095
430	0.0001101516673
431	0.0001099181703
432	0.0001093067944
433	0.0001091492332
434	0.0001088100716
435	0.0001084708797
436	0.0001084543265
437	0.0001079077861
438	0.0001074545234
439	0.00010710332
440	0.000106772944
441	0.0001064876267
442	0.0001063242205
443	0.0001061848115
444	0.0001058407739
445	0.00010560742
446	0.0001053525312
447	0.0001047623228
448	0.0001043658053
449	0.0001039396046
450	0.0001036156621
451	0.0001034551202
452	0.0001032240894
453	0.0001027772438
454	0.0001027669866
455	0.0001026291581
456	0.0001023867624
457	0.0001020767706
458	0.0001016697775
459	0.0001014582243
460	0.0001012070684
461	0.0001009658396
462	0.0001007324505
463	0.0001005021
464	0.0001004661773
465	0.0001002295888
466	0.0001000157409
467	9.983806053e-05
468	9.9562225e-05
469	9.930365723e-05
470	9.907183612e-05
471	9.890132199e-05
472	9.885219269e-05
473	9.84926029e-05
474	9.83695652e-05
475	9.81501364e-05
476	9.78213034e-05
477	9.750774559e-05
478	9.723180801e-05
479	9.701375491e-05
480	9.677469215e-05
481	9.646466418e-05
482	9.63177886e-05
483	9.598471004e-05
484	9.580610809e-05
485	9.54856092e-05
486	9.52480191e-05
487	9.511347724e-05
488	9.485706386e-05
489	9.473268214e-05
490	9.449684216e-05
491	9.445814223e-05
492	9.412435595e-05
493	9.383943105e-05
494	9.35332783e-05
495	9.317168197e-05
496	9.290224932e-05
497	9.277122894e-05
498	9.262576567e-05
499	9.249295421e-05
500	9.244787102e-05
501	9.218049941e-05
502	9.198440105e-05
503	9.185617338e-05
504	9.144892743e-05
505	9.115338591e-05
506	9.111117431e-05
507	9.090963835e-05
508	9.079984726e-05
509	9.047173189e-05
510	9.03026664e-05
511	8.99620399e-05
512	8.970979643e-05
513	8.945415568e-05
514	8.90970136e-05
515	8.892559646e-05
516	8.860400269e-05
517	8.830579872e-05
518	8.826778704e-05
519	8.810640258e-05
520	8.794423662e-05
521	8.777030197e-05
522	8.764094602e-05
523	8.737574196e-05
524	8.715561106e-05
525	8.700167865e-05
526	8.673561194e-05
527	8.641548096e-05
528	8.623122173e-05
529	8.612800448e-05
530	8.597895884e-05
531	8.585358392e-05
532	8.569198578e-05
533	8.557249931e-05
534	8.549590311e-05
535	8.530559722e-05
536	8.517228297e-05
537	8.507632577e-05
538	8.499612311e-05
539	8.479978583e-05
540	8.45897042e-05
541	8.444512021e-05
542	8.414315331e-05
543	8.393137812e-05
544	8.368006749e-05
545	8.346269303e-05
546	8.326207695e-05
547	8.290648701e-05
548	8.283445427e-05
549	8.255856183e-05
550	8.232060947e-05
551	8.222917624e-05
552	8.210286594e-05
553	8.203125009e-05
554	8.192069128e-05
555	8.173934162e-05
556	8.149465565e-05
557	8.1312955e-05
558	8.112141637e-05
559	8.087516168e-05
560	8.054716132e-05
561	8.032525314e-05
562	8.028212037e-05
563	8.020479593e-05
564	7.991090338e-05
565	7.981980624e-05
566	7.96754181e-05
567	7.938649192e-05
568	7.918520463e-05
569	7.8882026e-05
570	7.878933751e-05
571	7.853061327e-05
572	7.835901984e-05
573	7.806915565e-05
574	7.784704765e-05
575	7.760068029e-05
576	7.737002218e-05
577	7.72846861e-05
578	7.707522083e-05
579	7.685735932e-05
580	7.675284527e-05
581	7.661536117e-05
582	7.640918066e-05
583	7.638721433e-05
584	7.619501088e-05
585	7.595564022e-05
586	7.567700849e-05
587	7.55905107e-05
588	7.548182242e-05
589	7.530927293e-05
590	7.518767351e-05
591	7.504740073e-05
592	7.493112352e-05
593	7.489318498e-05
594	7.467097706e-05
595	7.456975764e-05
596	7.452831571e-05
597	7.437278937e-05
598	7.428143673e-05
599	7.413160332e-05
600	7.399398518e-05
601	7.392590956e-05
602	7.368104162e-05
603	7.353089082e-05
604	7.33437243e-05
605	7.318336712e-05
606	7.296800741e-05
607	7.280407387e-05
608	7.276344987e-05
609	7.263833833e-05
610	7.24023444e-05
611	7.230186975e-05
612	7.221973534e-05
613	7.218778351e-05
614	7.205575567e-05
615	7.185152691e-05
616	7.170159976e-05
617	7.166099138e-05
618	7.162406999e-05
619	7.150609625e-05
620	7.130977489e-05
621	7.111482693e-05
622	7.094679386e-05
623	7.08203627e-05
624	7.078177672e-05
625	7.052934367e-05
626	7.038285293e-05
627	7.022998027e-05
628	7.00980705e-05
629	6.988362595e-05
630	6.985803625e-05
631	6.966846862e-05
632	6.947363305e-05
633	6.935223073e-05
634	6.931045326e-05
635	6.912278606e-05
636	6.902651622e-05
637	6.880901279e-05
638	6.866452174e-05
639	6.850521462e-05
640	6.836223406e-05
641	6.823110286e-05
642	6.810960736e-05
643	6.797710922e-05
644	6.774825312e-05
645	6.759258026e-05
646	6.754937317e-05
647	6.75074302e-05
648	6.734674009e-05
649	6.726311245e-05
650	6.701416441e-05
651	6.698622453e-05
652	6.692692712e-05
653	6.685737759e-05
654	6.67716594e-05
655	6.662073171e-05
656	6.650226329e-05
657	6.63469012e-05
658	6.615815397e-05
659	6.607783832e-05
660	6.598685981e-05
661	6.583669728e-05
662	6.56353796e-05
663	6.550681732e-05
664	6.546707385e-05
665	6.535826966e-05
666	6.527050459e-05
667	6.512345775e-05
668	6.495099075e-05
669	6.478510612e-05
670	6.465074611e-05
671	6.461526749e-05
672	6.447854625e-05
673	6.446110974e-05
674	6.443112868e-05
675	6.42663257e-05
676	6.416049292e-05
677	6.406597881e-05
678	6.395438486e-05
679	6.382566915e-05
680	6.375269863e-05
681	6.36597565e-05
682	6.351963665e-05
683	6.340447697e-05
684	6.325197699e-05
685	6.310429993e-05
686	6.298093912e-05
687	6.290173582e-05
688	6.286466999e-05
689	6.279119945e-05
690	6.263378688e-05
691	6.247957069e-05
692	6.236811273e-05
693	6.228107915e-05
694	6.217184919e-05
695	6.207458368e-05
696	6.195306537e-05
697	6.179880631e-05
698	6.172541571e-05
699	6.159392759e-05
700	6.148028159e-05
701	6.14108009e-05
702	6.135822118e-05
703	6.133390231e-05
704	6.119902724e-05
705	6.114639312e-05
706	6.100746996e-05
707	6.09105487e-05
708	6.076075734e-05
709	6.065689744e-05
710	6.049491865e-05
711	6.040575146e-05
712	6.03513398e-05
713	6.024998311e-05
714	6.018914931e-05
715	6.014677802e-05
716	6.004315555e-05
717	5.990949943e-05
718	5.975378879e-05
719	5.962665112e-05
720	5.955883979e-05
721	5.946153887e-05
722	5.937418225e-05
723	5.927864369e-05
724	5.91390623e-05
725	5.898903113e-05
726	5.892584171e-05
727	5.878357342e-05
728	5.866039292e-05
729	5.854564265e-05
730	5.84433154e-05
731	5.835060696e-05
732	5.833021511e-05
733	5.821860046e-05
734	5.806990693e-05
735	5.80271691e-05
736	5.787835728e-05
737	5.781401014e-05
738	5.769912807e-05
739	5.76038007e-05
740	5.750115625e-05
741	5.740124141e-05
742	5.731600343e-05
743	5.728037967e-05
744	5.725765538e-05
745	5.71519836e-05
746	5.707924596e-05
747	5.70220133e-05
748	5.69159203e-05
749	5.686136833e-05
750	5.674035515e-05
751	5.666693814e-05
752	5.664741516e-05
753	5.652256273e-05
754	5.644751157e-05
755	5.6398851e-05
756	5.625856994e-05
757	5.616138487e-05
758	5.607400058e-05
759	5.59824805e-05
760	5.593511887e-05
761	5.578160275e-05
762	5.566234172e-05
763	5.565248196e-05
764	5.555007476e-05
765	5.542091801e-05
766	5.529005358e-05
767	5.521153638e-05
768	5.511681436e-05
769	5.500893901e-05
770	5.495021486e-05
771	5.485042646e-05
772	5.479841623e-05
773	5.473563109e-05
774	5.465284966e-05
775	5.462752132e-05
776	5.45343894e-05
777	5.444967272e-05
778	5.434532317e-05
779	5.423314402e-05
780	5.412881641e-05
781	5.404389316e-05
782	5.400065786e-05
783	5.394931343e-05
784	5.385440214e-05
785	5.373357665e-05
786	5.362867074e-05
787	5.350288811e-05
788	5.341699395e-05
789	5.340279484e-05
790	5.336246831e-05
791	5.323609042e-05
792	5.32008157e-05
793	5.315292394e-05
794	5.305908482e-05
795	5.294874787e-05
796	5.289653531e-05
797	5.284406142e-05
798	5.270191951e-05
799	5.258086635e-05
800	5.244926082e-05
801	5.235734319e-05
802	5.226402262e-05
803	5.221514515e-05
804	5.22048117e-05
805	5.211713928e-05
806	5.202986724e-05
807	5.196685519e-05
808	5.186483154e-05
809	5.180147828e-05
810	5.17393683e-05
811	5.160887671e-05
812	5.151083234e-05
813	5.144484397e-05
814	5.138607658e-05
815	5.1359757e-05
816	5.127975495e-05
817	5.117609196e-05
818	5.10992109e-05
819	5.097629435e-05
820	5.090984102e-05
821	5.080757731e-05
822	5.077543107e-05
823	5.069362297e-05
824	5.061565601e-05
825	5.049184679e-05
826	5.037911065e-05
827	5.035080292e-05
828	5.028970341e-05
829	5.020679572e-05
830	5.016199286e-05
831	5.015597392e-05
832	5.001890388e-05
833	5.000913424e-05
834	4.999016486e-05
835	4.990874432e-05
836	4.989243643e-05
837	4.979732461e-05
838	4.971921369e-05
839	4.95876984e-05
840	4.95258225e-05
841	4.942727342e-05
842	4.937938442e-05
843	4.935171952e-05
844	4.926033567e-05
845	4.92194785e-05
846	4.915138585e-05
847	4.911534673e-05
848	4.902932703e-05
849	4.893026443e-05
850	4.890924876e-05
851	4.88514353e-05
852	4.87823708e-05
853	4.87106699e-05
854	4.867540473e-05
855	4.860880078e-05
856	4.852482413e-05
857	4.849908625e-05
858	4.839339568e-05
859	4.832534417e-05
860	4.825868217e-05
861	4.80846772e-05
862	4.803044248e-05
863	4.790489859e-05
864	4.784706543e-05
865	4.780344295e-05
866	4.774307045e-05
867	4.765676217e-05
868	4.756024716e-05
869	4.747058996e-05
870	4.738267493e-05
871	4.733664174e-05
872	4.729921206e-05
873	4.72169382e-05
874	4.713790164e-05
875	4.705969658e-05
876	4.697587827e-05
877	4.690159039e-05
878	4.683468926e-05
879	4.67412376e-05
880	4.66493588e-05
881	4.655523546e-05
882	4.64693103e-05
883	4.64237301e-05
884	4.635175153e-05
885	4.632041533e-05
886	4.625464432e-05
887	4.617066444e-05
888	4.606350654e-05
889	4.600314186e-05
890	4.599097842e-05
891	4.59040033e-05
892	4.583754952e-05
893	4.576915486e-05
894	4.568718327e-05
895	4.557144891e-05
896	4.550784705e-05
897	4.5432464e-05
898	4.540344118e-05
899	4.535302526e-05
900	4.529165825e-05
901	4.520229461e-05
902	4.514263024e-05
903	4.511748061e-05
904	4.503417682e-05
905	4.495807267e-05
906	4.485986454e-05
907	4.476069356e-05
908	4.472135313e-05
909	4.464179961e-05
910	4.460913306e-05
911	4.455459903e-05
912	4.450279015e-05
913	4.443013083e-05
914	4.439880314e-05
915	4.438510849e-05
916	4.433791889e-05
917	4.426939484e-05
918	4.422609742e-05
919	4.417554019e-05
920	4.404107741e-05
921	4.400635362e-05
922	4.394889704e-05
923	4.387668898e-05
924	4.381768149e-05
925	4.37748315e-05
926	4.368931098e-05
927	4.359929433e-05
928	4.353568515e-05
929	4.351935491e-05
930	4.346704888e-05
931	4.338539405e-05
932	4.33269146e-05
933	4.330001431e-05
934	4.324906987e-05
935	4.321437427e-05
936	4.314363564e-05
937	4.310317853e-05
938	4.308453461e-05
939	4.306362211e-05
940	4.302756844e-05
941	4.289284888e-05
942	4.284428164e-05
943	4.276230644e-05
944	4.26604617e-05
945	4.262626529e-05
946	4.254371767e-05
947	4.253651231e-05
948	4.247678896e-05
949	4.238166869e-05
950	4.234811405e-05
951	4.231496711e-05
952	4.220572393e-05
953	4.21140233e-05
954	4.202353132e-05
955	4.198332545e-05
956	4.197804181e-05
957	4.189298255e-05
958	4.182066683e-05
959	4.179202631e-05
960	4.17354733e-05
961	4.165997562e-05
962	4.158607945e-05
963	4.152903511e-05
964	4.146950728e-05
965	4.141277505e-05
966	4.137559517e-05
967	4.131501201e-05
968	4.124980959e-05
969	4.122487812e-05
970	4.121949668e-05
971	4.115886659e-05
972	4.112588272e-05
973	4.108629148e-05
974	4.106842111e-05
975	4.099995045e-05
976	4.097096771e-05
977	4.094236244e-05
978	4.089110893e-05
979	4.088069273e-05
980	4.081073937e-05
981	4.078910199e-05
982	4.077556415e-05
983	4.072096002e-05
984	4.064315773e-05
985	4.057775766e-05
986	4.052607248e-05
987	4.050444385e-05
988	4.048040416e-05
989	4.041960758e-05
990	4.041534704e-05
991	4.034170425e-05
992	4.028825665e-05
993	4.02640018e-05
994	4.022662738e-05
995	4.011736821e-05
996	4.007685502e-05
997	4.002142351e-05
998	3.997318496e-05
999	3.990961041e-05
